Date,AAPL,AMZN,DIS,GOOGL,INTC,JPM,META,MSFT,NFLX,NVDA,PG,TSLA,V
2/8/2022,$174.83 ,$161.41 ,$142.48 ,$139.40 ,$48.81 ,$155.95 ,$220.18 ,$304.56 ,$40.35 ,$25.11 ,$159.96 ,$307.33 ,$227.94 
2/7/2022,$171.66 ,$157.94 ,$142.51 ,$139.20 ,$48.18 ,$153.07 ,$224.91 ,$300.95 ,$40.21 ,$24.73 ,$160.32 ,$302.45 ,$227.16 
2/4/2022,$172.39 ,$157.64 ,$142.02 ,$143.29 ,$48.01 ,$152.56 ,$237.09 ,$305.94 ,$41.02 ,$24.32 ,$161.53 ,$307.77 ,$228.39 
2/3/2022,$172.90 ,$138.85 ,$140.03 ,$143.09 ,$48.28 ,$148.70 ,$237.76 ,$301.25 ,$40.56 ,$23.95 ,$164.14 ,$297.05 ,$231.54 
2/2/2022,$175.84 ,$150.61 ,$142.62 ,$148.00 ,$49.51 ,$149.94 ,$323.00 ,$313.46 ,$42.95 ,$25.24 ,$162.60 ,$301.89 ,$235.42 
2/1/2022,$174.61 ,$151.19 ,$144.49 ,$137.64 ,$48.95 ,$151.15 ,$319.00 ,$308.76 ,$45.71 ,$24.64 ,$159.74 ,$310.42 ,$232.36 
1/31/2022,$174.78 ,$149.57 ,$142.97 ,$135.30 ,$48.82 ,$148.60 ,$313.26 ,$310.98 ,$42.71 ,$24.49 ,$160.45 ,$312.24 ,$226.17 
1/28/2022,$170.33 ,$143.98 ,$138.63 ,$133.35 ,$47.73 ,$146.61 ,$301.71 ,$308.26 ,$38.44 ,$22.84 ,$160.50 ,$282.12 ,$228.00 
1/27/2022,$159.22 ,$139.64 ,$135.42 ,$129.01 ,$48.05 ,$145.31 ,$294.64 ,$299.84 ,$38.67 ,$21.94 ,$159.13 ,$276.37 ,$206.15 
1/26/2022,$159.69 ,$138.87 ,$133.60 ,$129.23 ,$51.69 ,$147.92 ,$294.63 ,$296.71 ,$35.97 ,$22.77 ,$158.15 ,$312.47 ,$205.87 
1/25/2022,$159.78 ,$139.99 ,$136.51 ,$126.94 ,$51.00 ,$146.53 ,$300.15 ,$288.49 ,$36.64 ,$22.32 ,$159.54 ,$306.13 ,$202.00 
1/24/2022,$161.62 ,$144.54 ,$137.46 ,$130.80 ,$51.94 ,$144.95 ,$308.71 ,$296.37 ,$38.72 ,$23.37 ,$161.30 ,$310.00 ,$201.85 
1/21/2022,$162.41 ,$142.64 ,$137.38 ,$130.35 ,$52.04 ,$145.08 ,$303.17 ,$296.03 ,$39.75 ,$23.37 ,$162.62 ,$314.63 ,$205.93 
1/20/2022,$164.51 ,$151.67 ,$147.62 ,$133.31 ,$52.04 ,$147.66 ,$316.56 ,$301.60 ,$50.83 ,$24.15 ,$162.00 ,$332.09 ,$214.35 
1/19/2022,$166.23 ,$156.30 ,$150.11 ,$135.12 ,$53.62 ,$148.93 ,$319.59 ,$303.33 ,$51.59 ,$25.07 ,$162.00 ,$331.88 ,$214.68 
1/18/2022,$169.80 ,$158.92 ,$152.27 ,$136.00 ,$54.76 ,$151.27 ,$318.15 ,$302.65 ,$51.08 ,$25.90 ,$156.73 ,$343.50 ,$215.71 
1/14/2022,$173.07 ,$162.14 ,$151.94 ,$139.48 ,$55.70 ,$157.89 ,$331.90 ,$310.20 ,$52.57 ,$26.94 ,$159.81 ,$349.87 ,$214.67 
1/13/2022,$172.19 ,$161.21 ,$155.44 ,$138.59 ,$54.94 ,$168.23 ,$326.48 ,$304.80 ,$51.92 ,$26.58 ,$158.29 ,$343.85 ,$215.00 
1/12/2022,$175.53 ,$165.21 ,$157.80 ,$141.43 ,$55.74 ,$168.44 ,$333.26 ,$318.27 ,$53.72 ,$28.00 ,$159.01 ,$368.74 ,$215.71 
1/11/2022,$175.08 ,$165.36 ,$157.89 ,$139.74 ,$55.91 ,$167.49 ,$334.37 ,$314.98 ,$54.08 ,$27.82 ,$158.66 ,$354.80 ,$214.38 
1/10/2022,$172.19 ,$161.49 ,$156.60 ,$138.67 ,$55.21 ,$167.32 ,$328.07 ,$314.27 ,$53.99 ,$27.40 ,$160.52 ,$352.71 ,$211.97 
1/7/2022,$172.17 ,$162.55 ,$157.83 ,$137.02 ,$53.44 ,$167.16 ,$331.79 ,$314.04 ,$54.11 ,$27.25 ,$162.74 ,$342.32 ,$216.96 
1/6/2022,$172.00 ,$163.25 ,$156.90 ,$137.75 ,$54.01 ,$165.52 ,$332.46 ,$313.88 ,$55.33 ,$28.18 ,$162.83 ,$354.90 ,$219.75 
1/5/2022,$174.92 ,$164.36 ,$155.19 ,$137.78 ,$53.87 ,$163.78 ,$324.17 ,$316.38 ,$56.75 ,$27.60 ,$164.21 ,$362.71 ,$220.00 
1/4/2022,$179.70 ,$167.52 ,$155.73 ,$144.40 ,$53.14 ,$167.83 ,$336.53 ,$329.01 ,$59.12 ,$29.29 ,$163.47 ,$383.20 ,$222.46 
1/3/2022,$182.01 ,$170.40 ,$156.76 ,$144.99 ,$53.21 ,$161.70 ,$338.54 ,$334.75 ,$59.74 ,$30.12 ,$162.90 ,$399.93 ,$221.43 
12/31/2021,$177.57 ,$166.72 ,$154.89 ,$144.85 ,$51.50 ,$158.35 ,$336.35 ,$336.32 ,$60.24 ,$29.41 ,$163.58 ,$352.26 ,$216.71 
12/30/2021,$178.20 ,$168.64 ,$155.93 ,$146.20 ,$51.74 ,$158.48 ,$344.36 ,$339.32 ,$61.21 ,$29.59 ,$162.77 ,$356.78 ,$217.87 
12/29/2021,$179.38 ,$169.20 ,$154.87 ,$146.66 ,$51.83 ,$158.56 ,$342.94 ,$341.95 ,$61.05 ,$30.00 ,$164.19 ,$362.06 ,$218.17 
12/28/2021,$179.29 ,$170.66 ,$155.20 ,$146.69 ,$51.76 ,$158.64 ,$346.22 ,$341.25 ,$61.07 ,$30.32 ,$162.84 ,$362.82 ,$218.05 
12/27/2021,$180.33 ,$169.67 ,$152.80 ,$147.91 ,$51.94 ,$158.16 ,$346.18 ,$342.45 ,$61.31 ,$30.95 ,$161.97 ,$364.65 ,$217.63 
12/23/2021,$176.28 ,$171.07 ,$153.63 ,$146.92 ,$51.31 ,$157.26 ,$335.24 ,$334.69 ,$61.41 ,$29.64 ,$160.10 ,$355.67 ,$216.62 
12/22/2021,$175.64 ,$171.04 ,$151.88 ,$146.42 ,$50.97 ,$156.70 ,$330.45 ,$333.20 ,$61.42 ,$29.40 ,$159.32 ,$336.29 ,$217.96 
12/21/2021,$172.99 ,$170.42 ,$151.05 ,$143.47 ,$50.77 ,$156.09 ,$334.20 ,$327.29 ,$60.49 ,$29.08 ,$157.76 ,$312.84 ,$215.38 
12/20/2021,$169.75 ,$167.08 ,$146.47 ,$141.61 ,$49.60 ,$153.94 ,$325.45 ,$319.91 ,$59.37 ,$27.72 ,$157.86 ,$299.98 ,$208.74 
12/17/2021,$171.14 ,$170.02 ,$148.76 ,$141.73 ,$50.62 ,$156.76 ,$333.79 ,$323.80 ,$58.67 ,$27.80 ,$157.46 ,$310.86 ,$211.88 
12/16/2021,$172.26 ,$168.87 ,$148.75 ,$144.45 ,$50.83 ,$160.41 ,$334.90 ,$324.90 ,$59.11 ,$28.39 ,$161.11 ,$308.97 ,$214.37 
12/15/2021,$179.30 ,$173.32 ,$150.40 ,$146.44 ,$50.67 ,$157.94 ,$341.66 ,$334.65 ,$60.50 ,$30.46 ,$158.86 ,$325.33 ,$212.31 
12/14/2021,$174.33 ,$169.09 ,$149.10 ,$143.91 ,$49.70 ,$159.13 ,$333.74 ,$328.34 ,$59.80 ,$28.34 ,$158.25 ,$319.50 ,$209.98 
12/13/2021,$175.74 ,$169.57 ,$150.43 ,$145.83 ,$50.00 ,$157.92 ,$334.49 ,$339.40 ,$60.46 ,$28.16 ,$157.67 ,$322.14 ,$211.02 
12/10/2021,$179.45 ,$172.21 ,$152.71 ,$148.00 ,$50.59 ,$159.82 ,$329.75 ,$342.54 ,$61.17 ,$30.20 ,$155.46 ,$339.01 ,$213.40 
12/9/2021,$174.56 ,$174.17 ,$152.94 ,$147.64 ,$50.48 ,$160.46 ,$329.82 ,$333.10 ,$61.10 ,$30.49 ,$153.32 ,$334.60 ,$211.39 
12/8/2021,$175.08 ,$176.16 ,$153.34 ,$148.19 ,$51.75 ,$160.71 ,$330.56 ,$334.97 ,$62.81 ,$31.83 ,$152.43 ,$356.32 ,$208.99 
12/7/2021,$171.18 ,$176.16 ,$150.81 ,$147.27 ,$52.57 ,$162.57 ,$322.81 ,$334.92 ,$62.56 ,$32.43 ,$151.75 ,$350.58 ,$207.37 
12/6/2021,$165.32 ,$171.37 ,$150.37 ,$143.16 ,$50.99 ,$160.16 ,$317.87 ,$326.19 ,$61.27 ,$30.04 ,$152.15 ,$336.34 ,$202.68 
12/3/2021,$161.84 ,$169.49 ,$146.22 ,$142.00 ,$49.25 ,$158.29 ,$306.84 ,$323.01 ,$60.21 ,$30.69 ,$149.88 ,$338.32 ,$196.32 
12/2/2021,$163.76 ,$171.87 ,$147.20 ,$142.97 ,$49.50 ,$161.21 ,$310.39 ,$329.49 ,$61.65 ,$32.13 ,$147.26 ,$361.53 ,$198.29 
12/1/2021,$164.77 ,$172.19 ,$142.15 ,$141.05 ,$48.60 ,$157.89 ,$310.60 ,$330.08 ,$61.78 ,$31.44 ,$146.40 ,$365.00 ,$190.16 
11/30/2021,$165.30 ,$175.35 ,$144.90 ,$141.90 ,$49.20 ,$158.83 ,$324.46 ,$330.59 ,$64.19 ,$32.68 ,$144.58 ,$381.59 ,$193.77 
11/29/2021,$160.24 ,$178.08 ,$147.81 ,$145.53 ,$50.00 ,$161.23 ,$338.03 ,$336.63 ,$66.38 ,$33.38 ,$149.02 ,$379.00 ,$196.29 
11/26/2021,$156.81 ,$175.23 ,$148.11 ,$142.18 ,$48.78 ,$161.93 ,$333.12 ,$329.68 ,$66.56 ,$31.50 ,$147.47 ,$360.64 ,$197.65 
11/24/2021,$161.94 ,$179.02 ,$151.34 ,$146.12 ,$49.76 ,$166.96 ,$341.06 ,$337.91 ,$65.83 ,$32.67 ,$148.66 ,$372.00 ,$203.25 
11/23/2021,$161.41 ,$179.00 ,$151.03 ,$145.78 ,$49.10 ,$168.28 ,$337.25 ,$337.68 ,$65.41 ,$31.75 ,$149.44 ,$369.68 ,$198.49 
11/22/2021,$161.02 ,$178.63 ,$154.16 ,$146.30 ,$49.83 ,$164.35 ,$341.01 ,$339.83 ,$65.92 ,$31.96 ,$147.80 ,$385.62 ,$195.58 
11/19/2021,$160.55 ,$183.83 ,$154.00 ,$148.93 ,$49.52 ,$160.92 ,$345.30 ,$343.11 ,$67.88 ,$32.99 ,$146.82 ,$379.02 ,$200.86 
11/18/2021,$157.87 ,$184.80 ,$155.58 ,$149.84 ,$49.68 ,$163.05 ,$338.69 ,$341.27 ,$68.20 ,$31.68 ,$147.12 ,$365.46 ,$203.33 
11/17/2021,$153.49 ,$177.45 ,$157.33 ,$148.05 ,$50.23 ,$164.47 ,$340.77 ,$339.12 ,$69.17 ,$29.26 ,$147.10 ,$363.00 ,$205.06 
11/16/2021,$151.00 ,$177.04 ,$158.83 ,$147.88 ,$50.61 ,$165.36 ,$342.96 ,$339.51 ,$68.74 ,$30.20 ,$147.19 ,$351.58 ,$215.18 
11/15/2021,$150.00 ,$177.28 ,$158.43 ,$148.45 ,$50.32 ,$166.56 ,$347.56 ,$336.07 ,$67.93 ,$30.03 ,$147.40 ,$337.80 ,$212.30 
11/12/2021,$149.99 ,$176.26 ,$159.63 ,$148.68 ,$50.31 ,$166.86 ,$340.89 ,$336.72 ,$68.26 ,$30.39 ,$146.56 ,$344.47 ,$212.09 
11/11/2021,$147.87 ,$173.63 ,$162.11 ,$145.77 ,$50.53 ,$167.61 ,$327.74 ,$332.43 ,$65.76 ,$30.39 ,$146.40 ,$354.50 ,$210.42 
11/10/2021,$147.92 ,$174.10 ,$174.45 ,$145.89 ,$50.76 ,$167.62 ,$327.64 ,$330.80 ,$64.69 ,$29.46 ,$146.82 ,$355.98 ,$215.56 
11/9/2021,$150.81 ,$178.81 ,$175.11 ,$148.92 ,$51.20 ,$167.78 ,$335.37 ,$335.95 ,$65.60 ,$30.66 ,$145.39 ,$341.17 ,$213.39 
11/8/2021,$150.44 ,$174.45 ,$176.87 ,$149.03 ,$51.55 ,$169.06 ,$338.62 ,$336.99 ,$65.15 ,$30.80 ,$144.95 ,$387.65 ,$220.49 
11/5/2021,$151.28 ,$175.95 ,$175.63 ,$148.85 ,$50.92 ,$168.05 ,$341.13 ,$336.06 ,$64.57 ,$29.75 ,$146.04 ,$407.36 ,$216.67 
11/4/2021,$150.96 ,$173.85 ,$170.28 ,$148.27 ,$50.31 ,$168.29 ,$335.85 ,$336.44 ,$66.84 ,$29.80 ,$145.32 ,$409.97 ,$208.78 
11/3/2021,$151.49 ,$169.20 ,$170.08 ,$146.60 ,$50.39 ,$170.53 ,$331.62 ,$334.00 ,$68.83 ,$26.60 ,$145.05 ,$404.62 ,$208.10 
11/2/2021,$150.02 ,$165.64 ,$169.83 ,$145.43 ,$49.86 ,$170.47 ,$328.08 ,$333.13 ,$67.77 ,$26.40 ,$144.06 ,$390.67 ,$209.14 
11/1/2021,$148.96 ,$165.91 ,$170.19 ,$143.50 ,$49.55 ,$169.80 ,$329.98 ,$329.37 ,$68.12 ,$25.83 ,$142.64 ,$402.86 ,$212.46 
10/29/2021,$149.80 ,$168.62 ,$169.07 ,$148.05 ,$49.00 ,$169.89 ,$323.57 ,$331.62 ,$69.03 ,$25.57 ,$142.99 ,$371.33 ,$211.77 
10/28/2021,$152.57 ,$172.33 ,$169.68 ,$145.85 ,$48.08 ,$170.36 ,$316.92 ,$324.35 ,$67.41 ,$24.94 ,$142.68 ,$359.01 ,$209.84 
10/27/2021,$148.85 ,$169.62 ,$169.55 ,$146.22 ,$47.89 ,$167.83 ,$312.22 ,$323.17 ,$66.29 ,$24.45 ,$141.83 ,$345.95 ,$215.78 
10/26/2021,$149.32 ,$168.80 ,$172.04 ,$139.31 ,$48.28 ,$171.40 ,$315.81 ,$310.11 ,$66.85 ,$24.72 ,$142.85 ,$339.48 ,$231.82 
10/25/2021,$148.64 ,$166.02 ,$172.01 ,$137.45 ,$49.41 ,$170.94 ,$328.69 ,$308.13 ,$67.17 ,$23.17 ,$140.85 ,$341.62 ,$233.88 
10/22/2021,$148.69 ,$166.78 ,$169.42 ,$137.57 ,$49.46 ,$171.78 ,$324.61 ,$309.16 ,$66.48 ,$22.73 ,$140.83 ,$303.23 ,$231.23 
10/21/2021,$149.48 ,$171.75 ,$171.34 ,$141.89 ,$56.00 ,$169.50 ,$341.88 ,$310.76 ,$65.32 ,$22.69 ,$139.33 ,$298.00 ,$230.24 
10/20/2021,$149.26 ,$170.75 ,$170.55 ,$141.77 ,$55.37 ,$170.84 ,$340.78 ,$307.41 ,$62.51 ,$22.10 ,$141.21 ,$288.60 ,$231.42 
10/19/2021,$148.76 ,$172.21 ,$171.18 ,$143.24 ,$55.21 ,$168.57 ,$339.99 ,$308.23 ,$63.90 ,$22.29 ,$140.66 ,$288.09 ,$233.52 
10/18/2021,$146.55 ,$172.34 ,$171.14 ,$142.78 ,$54.47 ,$166.55 ,$335.34 ,$307.29 ,$63.80 ,$22.22 ,$142.34 ,$290.04 ,$230.65 
10/15/2021,$144.84 ,$170.45 ,$176.46 ,$141.37 ,$54.46 ,$166.61 ,$324.76 ,$304.21 ,$62.83 ,$21.86 ,$144.42 ,$281.01 ,$230.99 
10/14/2021,$143.76 ,$164.99 ,$174.41 ,$141.15 ,$53.90 ,$163.47 ,$328.53 ,$302.75 ,$63.38 ,$21.75 ,$144.05 ,$272.77 ,$225.18 
10/13/2021,$140.91 ,$164.21 ,$172.96 ,$137.58 ,$52.26 ,$161.00 ,$324.54 ,$296.31 ,$62.98 ,$20.94 ,$142.44 ,$270.36 ,$222.46 
10/12/2021,$141.51 ,$162.37 ,$173.13 ,$136.45 ,$52.17 ,$165.36 ,$323.77 ,$292.88 ,$62.49 ,$20.67 ,$142.11 ,$268.57 ,$224.05 
10/11/2021,$142.81 ,$162.32 ,$173.52 ,$138.91 ,$53.44 ,$166.64 ,$325.45 ,$294.23 ,$62.70 ,$20.70 ,$142.32 ,$263.98 ,$225.11 
10/8/2021,$142.90 ,$164.43 ,$176.74 ,$139.79 ,$53.81 ,$170.22 ,$330.05 ,$294.85 ,$63.27 ,$20.83 ,$141.73 ,$261.83 ,$230.27 
10/7/2021,$143.29 ,$165.12 ,$177.71 ,$139.23 ,$54.18 ,$170.09 ,$329.22 ,$294.85 ,$63.19 ,$21.08 ,$142.32 ,$264.54 ,$230.55 
10/6/2021,$142.00 ,$163.10 ,$175.48 ,$137.57 ,$53.98 ,$169.02 ,$333.64 ,$293.11 ,$63.91 ,$20.70 ,$141.19 ,$260.92 ,$226.51 
10/5/2021,$141.11 ,$161.05 ,$174.61 ,$136.02 ,$53.95 ,$168.66 ,$332.96 ,$288.76 ,$63.48 ,$20.45 ,$139.33 ,$260.20 ,$224.28 
10/4/2021,$139.14 ,$159.49 ,$173.46 ,$133.66 ,$53.47 ,$166.95 ,$326.23 ,$283.11 ,$60.34 ,$19.73 ,$138.79 ,$260.51 ,$224.73 
10/1/2021,$142.65 ,$164.16 ,$176.01 ,$136.54 ,$53.86 ,$167.13 ,$343.01 ,$289.10 ,$61.32 ,$20.74 ,$139.58 ,$258.41 ,$230.46 
9/30/2021,$141.50 ,$164.25 ,$169.17 ,$133.68 ,$53.28 ,$163.69 ,$339.39 ,$281.92 ,$61.03 ,$20.72 ,$139.80 ,$258.49 ,$222.75 
9/29/2021,$142.83 ,$165.06 ,$172.68 ,$134.35 ,$53.49 ,$165.95 ,$339.61 ,$284.00 ,$59.91 ,$20.52 ,$142.02 ,$260.44 ,$226.68 
9/28/2021,$141.91 ,$165.80 ,$174.52 ,$135.83 ,$54.00 ,$166.08 ,$340.65 ,$283.52 ,$58.39 ,$20.70 ,$140.59 ,$259.19 ,$225.56 
9/27/2021,$145.37 ,$170.29 ,$178.26 ,$141.07 ,$54.66 ,$166.98 ,$353.58 ,$294.17 ,$59.26 ,$21.66 ,$141.66 ,$263.79 ,$229.60 
9/24/2021,$146.92 ,$171.28 ,$176.00 ,$142.22 ,$54.22 ,$163.04 ,$352.96 ,$299.35 ,$59.24 ,$22.08 ,$143.55 ,$258.13 ,$231.59 
9/23/2021,$146.83 ,$170.80 ,$176.25 ,$141.22 ,$54.03 ,$161.18 ,$345.96 ,$299.56 ,$59.33 ,$22.48 ,$144.19 ,$251.21 ,$228.31 
9/22/2021,$145.85 ,$169.00 ,$173.65 ,$140.28 ,$53.50 ,$155.91 ,$343.21 ,$298.58 ,$59.07 ,$21.94 ,$143.60 ,$250.65 ,$222.75 
9/21/2021,$143.43 ,$167.18 ,$171.17 ,$139.03 ,$52.87 ,$152.98 ,$357.48 ,$294.80 ,$57.31 ,$21.25 ,$143.11 ,$246.46 ,$220.17 
9/20/2021,$142.94 ,$167.79 ,$178.61 ,$138.72 ,$52.98 ,$152.96 ,$355.70 ,$294.30 ,$57.54 ,$21.11 ,$142.89 ,$243.39 ,$220.05 
9/17/2021,$146.06 ,$173.13 ,$183.47 ,$140.80 ,$54.26 ,$157.68 ,$364.72 ,$299.87 ,$58.94 ,$21.90 ,$144.34 ,$253.16 ,$221.75 
9/16/2021,$148.79 ,$174.41 ,$183.34 ,$143.61 ,$54.83 ,$158.09 ,$373.06 ,$305.22 ,$58.65 ,$22.24 ,$144.11 ,$252.33 ,$224.33 
9/15/2021,$149.03 ,$173.79 ,$184.41 ,$144.43 ,$55.12 ,$158.16 ,$373.92 ,$304.82 ,$58.29 ,$22.34 ,$145.12 ,$251.94 ,$223.81 
9/14/2021,$148.12 ,$172.50 ,$182.40 ,$142.54 ,$54.52 ,$157.07 ,$376.53 ,$299.79 ,$57.78 ,$22.24 ,$145.43 ,$248.16 ,$223.03 
9/13/2021,$149.55 ,$172.86 ,$184.98 ,$142.33 ,$54.99 ,$159.86 ,$376.51 ,$296.99 ,$58.93 ,$22.15 ,$145.68 ,$247.67 ,$224.63 
9/10/2021,$148.97 ,$173.46 ,$184.12 ,$140.88 ,$53.84 ,$157.36 ,$378.69 ,$295.71 ,$59.87 ,$22.48 ,$144.13 ,$245.42 ,$224.91 
9/9/2021,$154.07 ,$174.21 ,$185.91 ,$143.54 ,$53.40 ,$159.19 ,$378.00 ,$297.25 ,$59.75 ,$22.18 ,$143.99 ,$251.62 ,$227.49 
9/8/2021,$155.11 ,$176.28 ,$185.15 ,$143.69 ,$53.57 ,$158.50 ,$377.57 ,$300.21 ,$60.61 ,$22.34 ,$144.60 ,$251.29 ,$229.09 
9/7/2021,$156.69 ,$175.46 ,$184.34 ,$144.28 ,$53.65 ,$159.21 ,$382.18 ,$300.18 ,$60.67 ,$22.66 ,$143.51 ,$250.97 ,$226.27 
9/3/2021,$154.30 ,$173.90 ,$181.00 ,$143.74 ,$53.51 ,$159.49 ,$376.26 ,$301.14 ,$59.05 ,$22.84 ,$144.05 ,$244.52 ,$225.11 
9/2/2021,$153.65 ,$173.16 ,$181.86 ,$143.29 ,$53.73 ,$160.46 ,$375.28 ,$301.15 ,$58.86 ,$22.40 ,$143.95 ,$244.13 ,$224.18 
9/1/2021,$152.51 ,$173.95 ,$183.48 ,$145.22 ,$53.67 ,$159.72 ,$382.05 ,$301.83 ,$58.21 ,$22.44 ,$143.84 ,$244.70 ,$230.12 
8/31/2021,$151.83 ,$173.54 ,$181.30 ,$144.70 ,$54.06 ,$159.95 ,$379.38 ,$301.88 ,$56.92 ,$22.39 ,$142.39 ,$245.24 ,$229.10 
8/30/2021,$153.12 ,$171.08 ,$179.98 ,$144.59 ,$53.94 ,$160.44 ,$380.66 ,$303.59 ,$56.62 ,$22.69 ,$142.93 ,$243.64 ,$231.23 
8/27/2021,$148.60 ,$167.48 ,$180.14 ,$144.00 ,$53.89 ,$163.05 ,$372.63 ,$299.72 ,$55.89 ,$22.64 ,$142.31 ,$237.31 ,$232.69 
8/26/2021,$147.54 ,$165.80 ,$176.56 ,$141.44 ,$53.13 ,$161.75 ,$364.38 ,$299.09 ,$55.01 ,$22.07 ,$142.42 ,$233.72 ,$230.52 
8/25/2021,$148.36 ,$164.96 ,$178.31 ,$142.08 ,$53.81 ,$160.92 ,$368.39 ,$302.01 ,$54.76 ,$22.21 ,$142.67 ,$237.07 ,$232.59 
8/24/2021,$149.62 ,$165.29 ,$178.47 ,$141.26 ,$53.81 ,$157.67 ,$365.51 ,$302.62 ,$55.34 ,$21.79 ,$143.18 ,$236.16 ,$234.24 
8/23/2021,$149.71 ,$163.29 ,$177.66 ,$140.04 ,$53.23 ,$156.70 ,$363.35 ,$304.65 ,$55.33 ,$21.96 ,$144.35 ,$235.43 ,$234.14 
8/20/2021,$148.19 ,$160.00 ,$175.12 ,$137.43 ,$52.01 ,$154.72 ,$359.37 ,$304.36 ,$54.69 ,$20.82 ,$145.09 ,$226.75 ,$231.36 
8/19/2021,$146.70 ,$159.39 ,$173.25 ,$135.68 ,$52.44 ,$154.28 ,$355.12 ,$296.77 ,$54.37 ,$19.80 ,$144.99 ,$224.49 ,$231.57 
8/18/2021,$146.36 ,$160.06 ,$174.74 ,$135.45 ,$52.19 ,$155.58 ,$355.45 ,$290.73 ,$52.19 ,$19.04 ,$143.30 ,$229.66 ,$231.63 
8/17/2021,$150.19 ,$162.10 ,$175.83 ,$136.66 ,$52.69 ,$157.01 ,$358.45 ,$293.08 ,$51.89 ,$19.46 ,$144.88 ,$221.90 ,$234.53 
8/16/2021,$151.12 ,$164.95 ,$179.09 ,$138.31 ,$53.47 ,$158.93 ,$366.56 ,$294.60 ,$51.79 ,$19.95 ,$144.64 ,$228.72 ,$235.36 
8/13/2021,$149.10 ,$164.70 ,$181.08 ,$137.73 ,$53.49 ,$159.98 ,$363.18 ,$292.85 ,$51.59 ,$20.19 ,$143.64 ,$239.06 ,$232.65 
8/12/2021,$148.89 ,$165.18 ,$179.29 ,$137.19 ,$53.54 ,$161.79 ,$362.65 ,$289.81 ,$51.07 ,$19.91 ,$142.95 ,$240.75 ,$231.79 
8/11/2021,$145.86 ,$164.61 ,$178.09 ,$136.28 ,$54.14 ,$161.16 ,$359.96 ,$286.95 ,$51.24 ,$19.70 ,$142.62 ,$235.94 ,$235.06 
8/10/2021,$145.60 ,$166.03 ,$177.07 ,$136.81 ,$53.94 ,$159.26 ,$361.13 ,$286.44 ,$51.58 ,$19.94 ,$142.27 ,$236.66 ,$238.07 
8/9/2021,$146.09 ,$167.09 ,$176.72 ,$136.91 ,$54.05 ,$157.33 ,$361.61 ,$288.33 ,$52.00 ,$20.30 ,$142.18 ,$237.92 ,$240.00 
8/6/2021,$146.14 ,$167.25 ,$177.13 ,$135.74 ,$53.92 ,$157.50 ,$363.51 ,$289.46 ,$52.06 ,$20.37 ,$141.41 ,$233.03 ,$241.40 
8/5/2021,$147.06 ,$168.80 ,$176.71 ,$136.25 ,$53.89 ,$153.15 ,$362.97 ,$289.52 ,$52.49 ,$20.64 ,$142.50 ,$238.21 ,$240.21 
8/4/2021,$146.95 ,$167.74 ,$172.58 ,$135.13 ,$53.90 ,$151.24 ,$358.92 ,$286.51 ,$51.74 ,$20.27 ,$142.43 ,$236.97 ,$236.67 
8/3/2021,$147.36 ,$168.31 ,$172.99 ,$135.63 ,$54.06 ,$152.89 ,$351.24 ,$287.12 ,$51.08 ,$19.82 ,$143.95 ,$236.58 ,$237.09 
8/2/2021,$145.52 ,$166.57 ,$175.55 ,$134.85 ,$53.68 ,$151.17 ,$351.95 ,$284.82 ,$51.52 ,$19.75 ,$141.88 ,$236.56 ,$239.78 
7/30/2021,$145.86 ,$166.38 ,$176.02 ,$134.73 ,$53.72 ,$151.78 ,$356.30 ,$284.91 ,$51.76 ,$19.50 ,$142.23 ,$229.07 ,$246.39 
7/29/2021,$145.64 ,$180.00 ,$178.35 ,$135.78 ,$53.70 ,$153.00 ,$358.32 ,$286.50 ,$51.43 ,$19.66 ,$139.48 ,$225.78 ,$247.92 
7/28/2021,$144.98 ,$181.52 ,$179.10 ,$136.09 ,$53.07 ,$151.70 ,$373.28 ,$286.22 ,$51.93 ,$19.50 ,$138.76 ,$215.66 ,$246.94 
7/27/2021,$146.77 ,$181.32 ,$179.50 ,$131.90 ,$53.18 ,$151.45 ,$367.81 ,$286.54 ,$51.89 ,$19.21 ,$140.85 ,$214.93 ,$250.93 
7/26/2021,$148.99 ,$184.99 ,$178.74 ,$134.04 ,$54.31 ,$151.65 ,$372.46 ,$289.05 ,$51.65 ,$19.29 ,$140.28 ,$219.21 ,$250.25 
7/23/2021,$148.56 ,$182.83 ,$176.14 ,$133.02 ,$53.00 ,$150.64 ,$369.79 ,$289.67 ,$51.54 ,$19.56 ,$139.79 ,$214.46 ,$249.02 
7/22/2021,$146.80 ,$181.90 ,$175.13 ,$128.42 ,$55.96 ,$150.93 ,$351.19 ,$286.14 ,$51.18 ,$19.59 ,$137.80 ,$216.42 ,$244.14 
7/21/2021,$145.40 ,$179.26 ,$176.89 ,$127.55 ,$56.23 ,$152.86 ,$346.23 ,$281.40 ,$51.36 ,$19.41 ,$139.20 ,$218.43 ,$243.66 
7/20/2021,$146.15 ,$178.66 ,$176.75 ,$126.21 ,$55.24 ,$149.71 ,$341.66 ,$279.32 ,$53.11 ,$18.61 ,$139.69 ,$220.17 ,$242.70 
7/19/2021,$142.45 ,$177.48 ,$172.95 ,$124.58 ,$54.64 ,$146.97 ,$336.95 ,$277.01 ,$53.23 ,$18.78 ,$140.44 ,$215.41 ,$240.41 
